Food Name,Sample Code,Product Description,Food Group,Product Net Quantity,Product Net Quantity Unit,Province/Territory of Origin,Country of Origin,Best Before Date,Production Date,Intended Use,Method of Production,Physico-chemical,Sample Type,Sub Sample,Sample Comments,Packaging Type,Packaging Material,Packaging Condition,More Sample Info 1,More Sample Info 2,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,% Recovery,Basis for Result,Quality Assurance,Result Comments,Lab Name,Analysis Completion Date,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
Tea,TDS2023-KK06-Radionuclide,KK06 Tea (Black tea),"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Americium-241,Radionuclides,,,0.754,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
Tea,TDS2023-KK06-Radionuclide,KK06 Tea (Black tea),"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-134,Radionuclides,,,0.769,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
Tea,TDS2023-KK06-Radionuclide,KK06 Tea (Black tea),"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-137,Radionuclides,,,0.923,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
Tea,TDS2023-KK06-Radionuclide,KK06 Tea (Black tea),"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Iodine-131,Radionuclides,,,0.668,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
Tea,TDS2023-KK06-Radionuclide,KK06 Tea (Black tea),"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Potassium-40,Radionuclides,,,12.4,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
Tea,TDS2023-KK06-Radionuclide,KK06 Tea (Black tea),"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Lead-210,Radionuclides,,,7.53,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Soya Beverage, fortified",TDS2023-KK07-Radionuclide,"KK07 Soy beverage, fortified","Soybean-based beverages, drinks, milk, and  soya yogurt",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Americium-241,Radionuclides,,,0.732,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Soya Beverage, fortified",TDS2023-KK07-Radionuclide,"KK07 Soy beverage, fortified","Soybean-based beverages, drinks, milk, and  soya yogurt",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-134,Radionuclides,,,0.772,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Soya Beverage, fortified",TDS2023-KK07-Radionuclide,"KK07 Soy beverage, fortified","Soybean-based beverages, drinks, milk, and  soya yogurt",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-137,Radionuclides,,,0.875,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Soya Beverage, fortified",TDS2023-KK07-Radionuclide,"KK07 Soy beverage, fortified","Soybean-based beverages, drinks, milk, and  soya yogurt",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Iodine-131,Radionuclides,,,0.642,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Soya Beverage, fortified",TDS2023-KK07-Radionuclide,"KK07 Soy beverage, fortified","Soybean-based beverages, drinks, milk, and  soya yogurt",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,=,39.34,Bq/Kg,Potassium-40,Radionuclides,,,11.7,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Soya Beverage, fortified",TDS2023-KK07-Radionuclide,"KK07 Soy beverage, fortified","Soybean-based beverages, drinks, milk, and  soya yogurt",,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Lead-210,Radionuclides,,,7.33,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Infant cereals, Mixed Grain Base",TDS2023-LL01-Radionuclide,"LL01 Cereals, mixed (Babyfood)",Infant Cereals,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Americium-241,Radionuclides,,,0.716,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Infant cereals, Mixed Grain Base",TDS2023-LL01-Radionuclide,"LL01 Cereals, mixed (Babyfood)",Infant Cereals,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-134,Radionuclides,,,0.756,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Infant cereals, Mixed Grain Base",TDS2023-LL01-Radionuclide,"LL01 Cereals, mixed (Babyfood)",Infant Cereals,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-137,Radionuclides,,,0.868,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Infant cereals, Mixed Grain Base",TDS2023-LL01-Radionuclide,"LL01 Cereals, mixed (Babyfood)",Infant Cereals,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Iodine-131,Radionuclides,,,0.587,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Infant cereals, Mixed Grain Base",TDS2023-LL01-Radionuclide,"LL01 Cereals, mixed (Babyfood)",Infant Cereals,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,=,47.32,Bq/Kg,Potassium-40,Radionuclides,,,14.3,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Infant cereals, Mixed Grain Base",TDS2023-LL01-Radionuclide,"LL01 Cereals, mixed (Babyfood)",Infant Cereals,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Lead-210,Radionuclides,,,7.28,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Dessert, Baby Food",TDS2023-LL02-Radionuclide,LL02 Desserts (Babyfood),Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Americium-241,Radionuclides,,,0.667,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Dessert, Baby Food",TDS2023-LL02-Radionuclide,LL02 Desserts (Babyfood),Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-134,Radionuclides,,,0.725,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Dessert, Baby Food",TDS2023-LL02-Radionuclide,LL02 Desserts (Babyfood),Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-137,Radionuclides,,,0.804,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Dessert, Baby Food",TDS2023-LL02-Radionuclide,LL02 Desserts (Babyfood),Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Iodine-131,Radionuclides,,,0.583,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Dessert, Baby Food",TDS2023-LL02-Radionuclide,LL02 Desserts (Babyfood),Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,=,34.55,Bq/Kg,Potassium-40,Radionuclides,,,12.9,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Dessert, Baby Food",TDS2023-LL02-Radionuclide,LL02 Desserts (Babyfood),Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Lead-210,Radionuclides,,,6.67,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Baby Food, Dinners Cereal, Vegetable, Meat",TDS2023-LL03-Radionuclide,"LL03 Dinners, cereal + vegetable + meat (Babyfood)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Americium-241,Radionuclides,,,0.681,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Baby Food, Dinners Cereal, Vegetable, Meat",TDS2023-LL03-Radionuclide,"LL03 Dinners, cereal + vegetable + meat (Babyfood)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-134,Radionuclides,,,0.745,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Baby Food, Dinners Cereal, Vegetable, Meat",TDS2023-LL03-Radionuclide,"LL03 Dinners, cereal + vegetable + meat (Babyfood)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-137,Radionuclides,,,0.792,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Baby Food, Dinners Cereal, Vegetable, Meat",TDS2023-LL03-Radionuclide,"LL03 Dinners, cereal + vegetable + meat (Babyfood)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Iodine-131,Radionuclides,,,0.632,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Baby Food, Dinners Cereal, Vegetable, Meat",TDS2023-LL03-Radionuclide,"LL03 Dinners, cereal + vegetable + meat (Babyfood)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,=,27.5,Bq/Kg,Potassium-40,Radionuclides,,,15.3,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Baby Food, Dinners Cereal, Vegetable, Meat",TDS2023-LL03-Radionuclide,"LL03 Dinners, cereal + vegetable + meat (Babyfood)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Lead-210,Radionuclides,,,7.36,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Baby Food, Dinners, Meat Or Poultry & Vegetable",TDS2023-LL04-Radionuclide,"LL04 Dinners, meat or poultry + vegetable (Babyfood)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Americium-241,Radionuclides,,,0.76,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Baby Food, Dinners, Meat Or Poultry & Vegetable",TDS2023-LL04-Radionuclide,"LL04 Dinners, meat or poultry + vegetable (Babyfood)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-134,Radionuclides,,,0.801,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Baby Food, Dinners, Meat Or Poultry & Vegetable",TDS2023-LL04-Radionuclide,"LL04 Dinners, meat or poultry + vegetable (Babyfood)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-137,Radionuclides,,,0.844,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Baby Food, Dinners, Meat Or Poultry & Vegetable",TDS2023-LL04-Radionuclide,"LL04 Dinners, meat or poultry + vegetable (Babyfood)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Iodine-131,Radionuclides,,,0.65,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Baby Food, Dinners, Meat Or Poultry & Vegetable",TDS2023-LL04-Radionuclide,"LL04 Dinners, meat or poultry + vegetable (Babyfood)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,=,50.69,Bq/Kg,Potassium-40,Radionuclides,,,13.4,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Baby Food, Dinners, Meat Or Poultry & Vegetable",TDS2023-LL04-Radionuclide,"LL04 Dinners, meat or poultry + vegetable (Babyfood)",Babyfood,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Lead-210,Radionuclides,,,7.7,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Infant Formula, Ready To Use, Milk, 0-12",TDS2023-LL05-Radionuclide,"LL05 Formulae, milk base (Infant Formula, milk)",milk-based,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Americium-241,Radionuclides,,,0.73,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Infant Formula, Ready To Use, Milk, 0-12",TDS2023-LL05-Radionuclide,"LL05 Formulae, milk base (Infant Formula, milk)",milk-based,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-134,Radionuclides,,,0.754,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Infant Formula, Ready To Use, Milk, 0-12",TDS2023-LL05-Radionuclide,"LL05 Formulae, milk base (Infant Formula, milk)",milk-based,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Cesium-137,Radionuclides,,,0.834,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Infant Formula, Ready To Use, Milk, 0-12",TDS2023-LL05-Radionuclide,"LL05 Formulae, milk base (Infant Formula, milk)",milk-based,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Iodine-131,Radionuclides,,,0.631,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Infant Formula, Ready To Use, Milk, 0-12",TDS2023-LL05-Radionuclide,"LL05 Formulae, milk base (Infant Formula, milk)",milk-based,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,=,27.09,Bq/Kg,Potassium-40,Radionuclides,,,10.8,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Infant Formula, Ready To Use, Milk, 0-12",TDS2023-LL05-Radionuclide,"LL05 Formulae, milk base (Infant Formula, milk)",milk-based,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Lead-210,Radionuclides,,,7.1,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
"Infant Formula, Ready To Use, Soy, 0-12",TDS2023-LL06-Radionuclide,"LL06 Formulae, soya base (Infant Formula, soya)",soy-based,,,,Unknown,,,Ready-to-eat,,,Composite,Yes,,,,,,,2023-11-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,<LOD/MDL,0,Bq/Kg,Americium-241,Radionuclides,,,0.701,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,HC ERHSD RPB Radionuclides,2025-02-19,Analysis of Radioisotopes by Gamma Spectroscopy,,Gamma Spectroscopy,,BCS.TDS2023.Radionuclides,Total Diet Study 2023 Radionuclides,,Health Canada
