Food Name,Sample Code,Product Description,Food Group,Country of Origin,Intended Use,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
Organ Meat,TDS2015F-BB10-VOC,BB10 Organ meats (beef or veal liver)/Abats (foie de bœuf ou de veau),"Fresh meat, poultry, and game, comminuted",Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Trichloroethylene,Volatile Organic Compounds (VOCs),,,0.44,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Organ Meat,TDS2015F-BB10-VOC,BB10 Organ meats (beef or veal liver)/Abats (foie de bœuf ou de veau),"Fresh meat, poultry, and game, comminuted",Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Trimethylbenzene, 1,3,5-",Volatile Organic Compounds (VOCs),,,0.14,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Organ Meat,TDS2015F-BB10-VOC,BB10 Organ meats (beef or veal liver)/Abats (foie de bœuf ou de veau),"Fresh meat, poultry, and game, comminuted",Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.46,ng/g,"Xylene, m-",Volatile Organic Compounds (VOCs),,,0.13,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
Organ Meat,TDS2015F-BB10-VOC,BB10 Organ meats (beef or veal liver)/Abats (foie de bœuf ou de veau),"Fresh meat, poultry, and game, comminuted",Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"cymene, p-",Volatile Organic Compounds (VOCs),,,0.24,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Pasta, Plain",TDS2015F-FF16-VOC,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Benzene,Volatile Organic Compounds (VOCs),,,0.73,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Pasta, Plain",TDS2015F-FF16-VOC,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Bromodichloromethane,Volatile Organic Compounds (VOCs),,,1.86,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Pasta, Plain",TDS2015F-FF16-VOC,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzene, n-",Volatile Organic Compounds (VOCs),,,0.03,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Pasta, Plain",TDS2015F-FF16-VOC,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Chloroform,Volatile Organic Compounds (VOCs),,,0.58,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Pasta, Plain",TDS2015F-FF16-VOC,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Dichlorobenzene, p-",Volatile Organic Compounds (VOCs),,,0.1,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Pasta, Plain",TDS2015F-FF16-VOC,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.09,ng/g,Ethylbenzene,Volatile Organic Compounds (VOCs),,,0.06,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Pasta, Plain",TDS2015F-FF16-VOC,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Naphthalene,Volatile Organic Compounds (VOCs),,,0.67,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Pasta, Plain",TDS2015F-FF16-VOC,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Styrene,Volatile Organic Compounds (VOCs),,,0.35,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Pasta, Plain",TDS2015F-FF16-VOC,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.71,ng/g,Toluene,Volatile Organic Compounds (VOCs),,,0.08,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Pasta, Plain",TDS2015F-FF16-VOC,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Trichloroethylene,Volatile Organic Compounds (VOCs),,,0.25,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Pasta, Plain",TDS2015F-FF16-VOC,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Trimethylbenzene, 1,3,5-",Volatile Organic Compounds (VOCs),,,0.08,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Pasta, Plain",TDS2015F-FF16-VOC,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.25,ng/g,"Xylene, m-",Volatile Organic Compounds (VOCs),,,0.06,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Pasta, Plain",TDS2015F-FF16-VOC,"FF16 Pasta, plain/Pâtes nature",Pre-cooked pastas and noodles and like products,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"cymene, p-",Volatile Organic Compounds (VOCs),,,0.08,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Baby Food",TDS2015F-LL09-VOC,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.64,ng/g,Benzene,Volatile Organic Compounds (VOCs),,,0.48,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Baby Food",TDS2015F-LL09-VOC,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Bromodichloromethane,Volatile Organic Compounds (VOCs),,,0.83,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Baby Food",TDS2015F-LL09-VOC,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzene, n-",Volatile Organic Compounds (VOCs),,,0.03,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Baby Food",TDS2015F-LL09-VOC,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Chloroform,Volatile Organic Compounds (VOCs),,,0.23,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Baby Food",TDS2015F-LL09-VOC,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Dichlorobenzene, p-",Volatile Organic Compounds (VOCs),,,0.07,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Baby Food",TDS2015F-LL09-VOC,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.04,ng/g,Ethylbenzene,Volatile Organic Compounds (VOCs),,,0.04,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Baby Food",TDS2015F-LL09-VOC,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Naphthalene,Volatile Organic Compounds (VOCs),,,0.23,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Baby Food",TDS2015F-LL09-VOC,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Styrene,Volatile Organic Compounds (VOCs),,,0.17,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Baby Food",TDS2015F-LL09-VOC,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,1.56,ng/g,Toluene,Volatile Organic Compounds (VOCs),,,0.04,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Baby Food",TDS2015F-LL09-VOC,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Trichloroethylene,Volatile Organic Compounds (VOCs),,,0.13,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Baby Food",TDS2015F-LL09-VOC,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.08,ng/g,"Trimethylbenzene, 1,3,5-",Volatile Organic Compounds (VOCs),,,0.03,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Baby Food",TDS2015F-LL09-VOC,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.53,ng/g,"Xylene, m-",Volatile Organic Compounds (VOCs),,,0.03,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Baby Food",TDS2015F-LL09-VOC,"LL09 Vegetables, peas (Babyfood)/Légumes, petits pois (aliments pour bébés)",Babyfood,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,3.99,ng/g,"cymene, p-",Volatile Organic Compounds (VOCs),,,0.09,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Green",TDS2015F-GG14-VOC,GG14 Peas (Cooked from frozen and canned)/Pois (cuits congelés et en conserve),Peas,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Benzene,Volatile Organic Compounds (VOCs),,,0.7,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Green",TDS2015F-GG14-VOC,GG14 Peas (Cooked from frozen and canned)/Pois (cuits congelés et en conserve),Peas,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Bromodichloromethane,Volatile Organic Compounds (VOCs),,,1.48,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Green",TDS2015F-GG14-VOC,GG14 Peas (Cooked from frozen and canned)/Pois (cuits congelés et en conserve),Peas,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Butylbenzene, n-",Volatile Organic Compounds (VOCs),,,0.05,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Green",TDS2015F-GG14-VOC,GG14 Peas (Cooked from frozen and canned)/Pois (cuits congelés et en conserve),Peas,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Chloroform,Volatile Organic Compounds (VOCs),,,0.36,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Green",TDS2015F-GG14-VOC,GG14 Peas (Cooked from frozen and canned)/Pois (cuits congelés et en conserve),Peas,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,"Dichlorobenzene, p-",Volatile Organic Compounds (VOCs),,,0.14,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Green",TDS2015F-GG14-VOC,GG14 Peas (Cooked from frozen and canned)/Pois (cuits congelés et en conserve),Peas,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Ethylbenzene,Volatile Organic Compounds (VOCs),,,0.08,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Green",TDS2015F-GG14-VOC,GG14 Peas (Cooked from frozen and canned)/Pois (cuits congelés et en conserve),Peas,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Naphthalene,Volatile Organic Compounds (VOCs),,,0.89,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Green",TDS2015F-GG14-VOC,GG14 Peas (Cooked from frozen and canned)/Pois (cuits congelés et en conserve),Peas,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Styrene,Volatile Organic Compounds (VOCs),,,0.46,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Green",TDS2015F-GG14-VOC,GG14 Peas (Cooked from frozen and canned)/Pois (cuits congelés et en conserve),Peas,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,=,0.75,ng/g,Toluene,Volatile Organic Compounds (VOCs),,,0.07,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
"Peas, Green",TDS2015F-GG14-VOC,GG14 Peas (Cooked from frozen and canned)/Pois (cuits congelés et en conserve),Peas,Unknown,Ready-to-eat,Composite,Yes,2015-10-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Food Packaging Chemicals,2017-09-30,<LOD/MDL,0,ng/g,Trichloroethylene,Volatile Organic Compounds (VOCs),,,0.21,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of VOCs by Headspace Solid-phase Microextraction and GC-MS,,Gas chromatograph (GC)-Mass spectrometer (MS),MDL varied on sample to sample basis,BCS.TDS2015F.VOC,Total Diet Study 2015F VOCs,,Health Canada
