Nom de l'aliment,Code de l'échantillon,Description du produit,Groupe d'aliment,Pays d'origine,Utilisation prévue,Type d'échantillon,Sous-échantillon,Date de l'échantillonnage,Raison de l'échantillonnage,Code d'indication de maladie humaine,Type de Point d'échantillonnage,Nom de la ville du Point d'échantillonnage,Province du Point d'échantillonnage,Pays du Point d'échantillonnage,Nom du laboratoire,Date de la fin de l'analyse,Opérateur des résultats quantitatifs,Valeur du résultat,Unités de mesure,Nom de l'analyte,Groupe de l'analyte,Limite de détection,Limite de quantification,Limite de détection de la méthode,Récupération (%),Base de résultat,Assurance de la qualité,Commentaires sur le résultat,Nom de la méthode d'essai,Code de la méthode d'essai,Instrumentation,Commentaires sur la méthode,Code du projet,Nom du projet,Description du projet,Organisation
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Bis ( 2-n- butoxyéthyle ) phthalate,Phtalates ,,,19.61,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Bis (2- éthoxyéthyle ) phthalate,Phtalates ,,,6.77,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Butylbenzylphtalate,Phtalates ,,,2.1,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Di -n- octyle phtalate,Phtalates ,,,3.15,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Di-allyl phtalate,Phtalates ,,,3.95,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Le bis (4 -méthyl-2 -pentyle ) phtalate,Phtalates ,,,2.34,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Di-(2-ethylhexyl) adipate (DEHA),Phtalates ,,,2.72,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,=,174,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,88.18,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dibenzyle phtalate,Phtalates ,,,19.19,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dicyclohexyl phtalate,Phtalates ,,,3.5,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Didécyl phtalate,Phtalates ,,,20.69,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dihexyl phtalate,Phtalates ,,,0.63,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dinonyle phtalate,Phtalates ,,,9.12,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dipentyle phtalate,Phtalates ,,,1.02,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Dipropyle phtalate,Phtalates ,,,0.07,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Diundécyl phtalate,Phtalates ,,,2.84,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Phtalate de di -n- butyle,Phtalates ,,,35.46,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Phtalate de diisobutyle,Phtalates ,,,14.38,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Phtalate de diméthyle,Phtalates ,,,0.51,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Épinards,TDS2013-GG22-DEHA & Phthalates,GG22 Spinach (Cooked and raw spinach)/Épinards (cuits et crus),"Légumes frais, autres",Inconnu,Prêt-à-manger,Composite,Oui,2013-09-15,Surveillance,Non,Épicerie,Montréal,Québec,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2015-03-11,<LOD/MDL,0,ng/g,Phtalate de diéthyle,Phtalates ,,,1.33,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2013.DEHA.Phthalates,Étude sur l'alimentation totale 2013 DEHA & Phthalates,,Santé Canada
Asperges,TDS2014-GG23-DEHP,GG23 Asparagus (Cooked asparagus)/Asperges (asperges cuites),"Légumes frais, autres",Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,ND,0,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,36.55676757,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
Betteraves,TDS2014-GG03-DEHP,"GG03 Beets (Pickled, canned, and fresh cooked)/Betteraves (marinées, en conserve et cuites fraîches)","Légumes frais, autres",Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,ND,0,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,36.55676757,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
"Boisson aux fruits, cocktail",TDS2014-HH22-DEHP,HH22 Fruit drinks (cocktails) (cranberry and orange drink)/Boissons aux fruits (cocktails) (boisson à la canneberge et à l’orange),"Boissons aromatisées à base d'eau non gazéifiées, inclus les punchs et les « ades »",Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,ND,0,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,23.14718799,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
Brocoli,TDS2014-GG04-DEHP,GG04 Broccoli (Cooked and raw)/Brocoli (cuit et cru),Brocoli ,Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,ND,0,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,36.55676757,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
Carottes,TDS2014-GG06-DEHP,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carottes ,Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,ND,0,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,36.55676757,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
Champignons,TDS2014-GG12-DEHP,GG12 Mushrooms (Cooked and raw)/Champignons (cuits et crus),Champignons ,Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,ND,0,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,36.55676757,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
"Chou, vert",TDS2014-GG05-DEHP,GG05 Cabbage (Cooked and raw)/Chou (cuit et cru),Chou ,Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,ND,0,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,36.55676757,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
Chou-fleur,TDS2014-GG07-DEHP,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Chou-fleur ,Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,ND,0,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,36.55676757,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
Choux de Bruxelles,TDS2014-GG24-DEHP,GG24 Brussel sprouts/Choux de Bruxelles,"Légumes frais, autres",Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,ND,0,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,36.55676757,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
"Compote de pommes, en conserve",TDS2014-HH02-DEHP,"HH02 Applesauce, canned (Sweetened apple sauce)/Compote de pommes en conserve (compote de pommes sucrée)",En conserve ,Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,=,31.29577624,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,11.84370923,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
"Concombres, anglais",TDS2014-GG10-DEHP,GG10 Cucumbers (Fresh and pickled)/Concombres (frais et marinés),Concombres ,Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,ND,0,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,36.55676757,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
Céleri,TDS2014-GG08-DEHP,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Céleri ,Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,ND,0,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,36.55676757,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
"Fruits, Ananas, en conserve ou embouteillés",TDS2014-HH15-DEHP,"HH15 Pineapple, canned/Ananas en conserve",En conserve ,Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,=,16.63079661,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,11.84370923,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
"Fruits, Bleuets (myrtille)",TDS2014-HH05-DEHP,HH05 Blueberries/Bleuets,Fruits frais non traités,Inconnu,,Composite,Oui,2015-01-15,Surveillance,Non,Épicerie,Winnipeg,Manitoba,Canada,SC DA BIPC DRA Produits chimiques dans les emballages alimentaires,2016-11-03,=,29.07965219,ng/g,Di-(2-ethylhexyl) phthalate (DEHP),Phtalates ,,,11.84370923,,Tel que consommé,Laboratoire utilisant uniquement l'assurance de la qualité et des normes de référence lors de l'échantillonnage et l'analyse,,Analyse GC-MS du phthalates dans les aliments,,Chromatographe en phase gazeuse spectromètre (GC ) - spectromètre de masse (SM),,BCS.TDS2014.DEHP,Étude sur l'alimentation totale 2014 (2015A) DEHP,Étude sur l’alimentation totale 2014 (des échantillons ont été prélevés en janvier 2015),Santé Canada
